price:68.0|title:托德尔莫慕斯卡甜高泡葡萄酒|sezhe:酒精度7.0%|crumb:选酒中心＞起泡酒＞甜起泡酒＞托德尔莫慕斯卡甜高泡葡萄酒
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞巴黎范儿梅洛干红葡萄酒|price:|title:巴黎范儿梅洛干红葡萄酒
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞巴黎范儿闺蜜组合|price:288.0|title:巴黎范儿闺蜜组合
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞巴黎范儿-4支（带礼盒）|price:188.0|title:巴黎范儿-4支（带礼盒）
sezhe:酒精度12.0%|crumb:选酒中心＞其他＞波尔多得奖酒组合-4支装|price:269.0|title:波尔多得奖酒组合-4支装
sezhe:酒精度12.0%|crumb:选酒中心＞其他＞波尔多金奖酒四支装组合（奥佩格+弗朗+瑟博+卢萨克）|price:279.0|title:波尔多金奖酒四支装组合（奥佩格+弗朗+瑟博+卢萨克）
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞洛神山庄西拉红葡萄酒-6支装（奔富酒厂出品）|price:319.0|title:洛神山庄西拉红葡萄酒-6支装（奔富酒厂出品）
sezhe:|crumb:选酒中心＞其他酒具＞优雅倒酒器（内含酒塞2合1）|price:也买价:6.0|title:优雅倒酒器（内含酒塞2合1）
sezhe:|crumb:选酒中心＞其他酒具＞葡萄酒酒塞|price:也买价:10.0|title:葡萄酒酒塞
sezhe:|crumb:选酒中心＞酒杯＞高脚杯＞感观高脚杯35cl|price:35.0|title:感观高脚杯35cl
sezhe:|crumb:选酒中心＞其他＞2014薄若莱定制版礼袋|price:|title:2014薄若莱定制版礼袋
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞银葩组合（赤霞珠+霞多丽）|price:297.0|title:银葩组合（赤霞珠+霞多丽）
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞露品庄园干红葡萄酒-6支装|price:359.0|title:露品庄园干红葡萄酒-6支装
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞露品庄园干红葡萄酒-双支装|price:149.0|title:露品庄园干红葡萄酒-双支装
sezhe:酒精度12.5%|crumb:选酒中心＞红葡萄酒＞干红＞波尔多男爵小木桐（菲利普罗思柴尔德男爵精选波尔多干红葡萄酒）|price:|title:波尔多男爵小木桐（菲利普罗思柴尔德男爵精选波尔多干红葡萄酒）
sezhe:|crumb:选酒中心＞礼盒＞公牛血金标双瓶礼盒（不含酒）|price:|title:公牛血金标双瓶礼盒（不含酒）
sezhe:|crumb:选酒中心＞其他＞公牛血金标双瓶礼袋（黑色烫金版）|price:|title:公牛血金标双瓶礼袋（黑色烫金版）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞驹伯梅洛西拉干红葡萄酒|price:66.0|title:驹伯梅洛西拉干红葡萄酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇肯德布朗城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:10176.0HK$12720.0|title:豪酒汇肯德布朗城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇大炮嘉芙丽城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:16416.0HK$20520.0|title:豪酒汇大炮嘉芙丽城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇飞龙世家庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:8976.0HK$11220.0|title:豪酒汇飞龙世家庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）凯隆世家城堡干红葡萄酒2015期酒|price:也买价:1918.0|title:豪酒汇（国内送货）凯隆世家城堡干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞大炮嘉芙丽城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:16416.0HK$20520.0|title:大炮嘉芙丽城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）金玫瑰城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:20376.0|title:豪酒汇（国内送货）金玫瑰城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞大宝庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:11496.0HK$14370.0|title:大宝庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）大炮嘉芙丽城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:24216.0|title:（国内送货）大炮嘉芙丽城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞肯德布朗城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:10176.0HK$12720.0|title:肯德布朗城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）大宝庄园干红葡萄酒2015期酒整箱（12瓶）|price:也买价:17016.0|title:（国内送货）大宝庄园干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）金玫瑰城堡干红葡萄酒2015期酒|price:也买价:1698.0|title:豪酒汇（国内送货）金玫瑰城堡干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇大宝庄园干红葡萄酒2015期酒（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:958.0HK$1197.5|title:豪酒汇大宝庄园干红葡萄酒2015期酒（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）金玫瑰城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:20376.0|title:（国内送货）金玫瑰城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞金玫瑰城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:13776.0HK$17220.0|title:金玫瑰城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）肯德布朗城堡干红葡萄酒2015期酒|price:也买价:1258.0|title:（国内送货）肯德布朗城堡干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）肯德布朗城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:15096.0|title:（国内送货）肯德布朗城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）大宝庄园干红葡萄酒2015期酒|price:也买价:1418.0|title:（国内送货）大宝庄园干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇金玫瑰城堡干红葡萄酒2015期酒（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:1148.0HK$1435.0|title:豪酒汇金玫瑰城堡干红葡萄酒2015期酒（香港提货价，含国际运费）
sezhe:酒精度13.50%|crumb:选酒中心＞红葡萄酒＞干红＞露儿保芙庄园红葡萄酒2005(名庄预售)|price:也买价:3100.0|title:露儿保芙庄园红葡萄酒2005(名庄预售)
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）凯隆世家城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:23016.0|title:豪酒汇（国内送货）凯隆世家城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）肯德布朗城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:15096.0|title:豪酒汇（国内送货）肯德布朗城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞飞龙世家庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:8976.0HK$11220.0|title:飞龙世家庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇大宝庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:11496.0HK$14370.0|title:豪酒汇大宝庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）大宝庄园干红葡萄酒2015期酒|price:也买价:1418.0|title:豪酒汇（国内送货）大宝庄园干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇肯德布朗城堡干红葡萄酒2015期酒（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:848.0HK$1060.0|title:豪酒汇肯德布朗城堡干红葡萄酒2015期酒（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇金玫瑰城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:13776.0HK$17220.0|title:豪酒汇金玫瑰城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）大宝庄园干红葡萄酒2015期酒整箱（12瓶）|price:也买价:17016.0|title:豪酒汇（国内送货）大宝庄园干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）肯德布朗城堡干红葡萄酒2015期酒|price:也买价:1258.0|title:豪酒汇（国内送货）肯德布朗城堡干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）飞龙世家庄园干红葡萄酒2015期酒|price:也买价:1098.0|title:豪酒汇（国内送货）飞龙世家庄园干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）飞龙世家庄园干红葡萄酒2015期酒整箱（12瓶）|price:也买价:13176.0|title:豪酒汇（国内送货）飞龙世家庄园干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞爱士图尔干红葡萄酒2015期酒（香港提货价，含国际运费）|price:|title:爱士图尔干红葡萄酒2015期酒（香港提货价，含国际运费）
sezhe:酒精度13.50%|crumb:选酒中心＞红葡萄酒＞干红＞力士金庄园干红葡萄酒2011,1500ml（名庄）|price:1896.0|title:力士金庄园干红葡萄酒2011,1500ml（名庄）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）马利庄园干红葡萄酒2015期酒整箱（12瓶）|price:也买价:10776.0|title:（国内送货）马利庄园干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇马利庄园干红葡萄酒2015期酒（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:598.0HK$747.5|title:豪酒汇马利庄园干红葡萄酒2015期酒（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞皮安尼仙城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:8496.0HK$10620.0|title:皮安尼仙城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）马利庄园干红葡萄酒2015期酒|price:也买价:898.0|title:豪酒汇（国内送货）马利庄园干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇靓次摩西庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:8016.0HK$10020.0|title:豪酒汇靓次摩西庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）靓次摩西庄园干红葡萄酒整箱（12瓶）|price:也买价:11976.0|title:豪酒汇（国内送货）靓次摩西庄园干红葡萄酒整箱（12瓶）
sezhe:|crumb:选酒中心＞其他＞靓次摩西庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:8016.0HK$10020.0|title:靓次摩西庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞其他＞（国内送货）靓次摩西庄园干红葡萄酒整箱（12瓶）|price:也买价:11976.0|title:（国内送货）靓次摩西庄园干红葡萄酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）宝爵城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:11616.0|title:（国内送货）宝爵城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:酒精度12.50%|crumb:选酒中心＞香槟＞干香槟＞帝龙经典香槟酒(1.5L)|price:1099.0|title:帝龙经典香槟酒(1.5L)
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）拉图马蒂亚克城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:10656.0|title:（国内送货）拉图马蒂亚克城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇拉图马蒂亚克城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:7176.0HK$8970.0|title:豪酒汇拉图马蒂亚克城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞拉图马蒂亚克城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:7176.0HK$8970.0|title:拉图马蒂亚克城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞宝爵城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:7776.0HK$9720.0|title:宝爵城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）皮安尼仙城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:12696.0|title:豪酒汇（国内送货）皮安尼仙城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞白葡萄酒＞干白＞拉图马蒂亚克城堡干白葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:6936.0HK$8670.0|title:拉图马蒂亚克城堡干白葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇皮安尼仙城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:8496.0HK$10620.0|title:豪酒汇皮安尼仙城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）马利庄园干红葡萄酒2015期酒整箱（12瓶）|price:也买价:10776.0|title:豪酒汇（国内送货）马利庄园干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞拉科鲁锡城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:8736.0HK$10920.0|title:拉科鲁锡城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）拉科鲁锡城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:12936.0|title:（国内送货）拉科鲁锡城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞奔富酒园葛兰许红葡萄酒（奔富酒王）（名庄预售）|price:也买价:8250.0|title:奔富酒园葛兰许红葡萄酒（奔富酒王）（名庄预售）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）宝爵城堡干红葡萄酒2015期酒|price:也买价:968.0|title:豪酒汇（国内送货）宝爵城堡干红葡萄酒2015期酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞（国内送货）皮安尼仙城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:12696.0|title:（国内送货）皮安尼仙城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇（国内送货）宝爵城堡干红葡萄酒2015期酒整箱（12瓶）|price:也买价:11616.0|title:豪酒汇（国内送货）宝爵城堡干红葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞白葡萄酒＞干白＞（国内送货）拉图马蒂亚克城堡干白葡萄酒2015期酒整箱（12瓶）|price:也买价:10296.0|title:（国内送货）拉图马蒂亚克城堡干白葡萄酒2015期酒整箱（12瓶）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇宝爵城堡干红葡萄酒2015期酒（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:648.0HK$810.0|title:豪酒汇宝爵城堡干红葡萄酒2015期酒（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇马利庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:7176.0HK$8970.0|title:豪酒汇马利庄园干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇皮安尼仙城堡干红葡萄酒2015期酒（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:708.0HK$885.0|title:豪酒汇皮安尼仙城堡干红葡萄酒2015期酒（香港提货价，含国际运费）
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞豪酒汇宝爵城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）|price:汇率HK$1:0.8[一键换算HK$]也买价:7776.0HK$9720.0|title:豪酒汇宝爵城堡干红葡萄酒2015期酒整箱（12瓶）（香港提货价，含国际运费）
